Balance,step,profit,net_worth
100000.0,27,0.0,100000.0
100000.0,28,0.0,100000.0
100000.0,29,0.0,100000.0
0.0,30,0.0,100000.0
0.0,31,1158.3666113312647,101158.36661133126
0.0,32,2946.369285812223,102946.36928581222
0.0,33,3714.9641427561437,103714.96414275614
0.0,34,4146.4664685975,104146.4664685975
0.0,35,4042.0086895207496,104042.00868952075
0.0,36,3886.326494941066,103886.32649494107
0.0,37,4454.153129228915,104454.15312922891
0.0,38,5099.6563062684145,105099.65630626841
0.0,39,5225.909451506654,105225.90945150665
0.0,40,6079.590830336645,106079.59083033665
0.0,41,6447.291994187035,106447.29199418704
0.0,42,6988.063980277468,106988.06398027747
0.0,43,5598.1967113757855,105598.19671137579
0.0,44,2878.3425600024057,102878.3425600024
68688.8683869729,45,1618.1620593721454,101618.16205937215
54230.77241457254,46,2058.689305079228,102058.68930507923
15838.69529598984,47,2231.7494158789923,102231.74941587899
15838.69529598984,48,2231.038627352653,102231.03862735265
15838.69529598984,49,2950.8025086208363,102950.80250862084
0.0,50,2784.568469944308,102784.56846994431
0.0,51,2405.849672228418,102405.84967222842
0.0,52,2790.733868374242,102790.73386837424
0.0,53,1400.239652636723,101400.23965263672
0.0,54,1877.357269618631,101877.35726961863
0.0,55,1934.7530440627743,101934.75304406277
0.0,56,1150.2396061821928,101150.2396061822
0.0,57,393.12929579184856,100393.12929579185
0.0,58,348.71844456213876,100348.71844456214
0.0,59,-274.50991431552393,99725.49008568448
0.0,60,-414.3477381904813,99585.65226180952
0.0,61,432.9714611498348,100432.97146114983
0.0,62,877.6694618875918,100877.66946188759
0.0,63,878.8000305819442,100878.80003058194
0.0,64,192.6797167462646,100192.67971674626
0.0,65,66.0496473297826,100066.04964732978
100011.04308062715,66,11.043080627146992,100011.04308062715
100011.04308062715,67,11.043080627146992,100011.04308062715
100011.04308062715,68,11.043080627146992,100011.04308062715
100011.04308062715,69,11.043080627146992,100011.04308062715
100011.04308062715,70,11.043080627146992,100011.04308062715
11.043080627146992,71,11.043080627146992,100011.04308062715
11.043080627146992,72,-629.7643111421639,99370.23568885784
11.043080627146992,73,-803.4495955982275,99196.55040440177
7.032473566212556,74,-976.7655119774863,99023.23448802251
7.032473566212556,75,-892.445199104317,99107.55480089568
7.032473566212556,76,-598.2402191163856,99401.75978088361
7.032473566212556,77,-2027.310726579235,97972.68927342076
7.032473566212556,78,-2485.059109364127,97514.94089063587
0.2749956438295422,79,-3026.7993614610605,96973.20063853894
0.2749956438295422,80,-3709.0343773799686,96290.96562262003
0.2749956438295422,81,-3388.0944048591045,96611.9055951409
0.2749956438295422,82,-2589.9131179368123,97410.08688206319
0.2749956438295422,83,-2610.1091953029536,97389.89080469705
0.2749956438295422,84,-1750.8648137934215,98249.13518620658
0.2749956438295422,85,-2595.283432871962,97404.71656712804
0.2749956438295422,86,-3608.1695648349123,96391.83043516509
0.2749956438295422,87,-3539.8378069460596,96460.16219305394
0.2749956438295422,88,-4043.0635473986476,95956.93645260135
0.2749956438295422,89,-5901.345539087051,94098.65446091295
0.2749956438295422,90,-5539.862409446476,94460.13759055352
0.2749956438295422,91,-4978.321739642619,95021.67826035738
0.2749956438295422,92,-4752.002280610861,95247.99771938914
0.2749956438295422,93,-5000.860311974291,94999.13968802571
72234.43458964748,94,-4304.550011540152,95695.44998845985
72234.43458964748,95,-4441.624517134842,95558.37548286516
71815.20722649874,96,-4733.485748731153,95266.51425126885
71815.20722649874,97,-5119.671555217617,94880.32844478238
34299.429402810245,98,-4949.265607100475,95050.73439289953
34299.429402810245,99,-5256.039501994528,94743.96049800547
34299.429402810245,100,-5068.398941957741,94931.60105804226
34299.429402810245,101,-4312.825080758426,95687.17491924157
34299.429402810245,102,-3753.0914382608025,96246.9085617392
34299.429402810245,103,-2571.831294838703,97428.1687051613
34299.429402810245,104,-1806.9617542871274,98193.03824571287
32947.68471447032,105,-813.3477169336547,99186.65228306635
32947.68471447032,106,-1226.9886114420951,98773.0113885579
31023.2130259856,107,-1319.511393319408,98680.48860668059
31023.2130259856,108,-2200.7028967144433,97799.29710328556
20327.979225964547,109,-2321.701764831014,97678.29823516899
20327.979225964547,110,-3024.363206324735,96975.63679367526
13295.006377718262,111,-2446.011510318247,97553.98848968175
6250.999804976893,112,-2465.5382880934485,97534.46171190655
41924.2667387185,113,-2815.5490646847175,97184.45093531528
41924.2667387185,114,-2859.851569201259,97140.14843079874
41924.2667387185,115,-3638.494483930481,96361.50551606952
0.0,116,-3686.873306575784,96313.12669342422
0.0,117,-2325.326051968077,97674.67394803192
0.0,118,-2034.1824491343577,97965.81755086564
50085.42930050617,119,-2423.841656416509,97576.15834358349
50085.42930050617,120,-1756.7107889122562,98243.28921108774
4030.399657557231,121,-1336.0576258886722,98663.94237411133
4030.399657557231,122,-3244.1818061123195,96755.81819388768
4030.399657557231,123,-3780.637967738585,96219.36203226142
4030.399657557231,124,-4303.069554653717,95696.93044534628
3264.3363564472334,125,-3866.1784649807378,96133.82153501926
0.0,126,-3561.797013068295,96438.2029869317
0.0,127,-4553.587138228337,95446.41286177166
0.0,128,-2594.500752736276,97405.49924726372
0.0,129,-752.0895557766489,99247.91044422335
0.0,130,4269.273854122424,104269.27385412242
0.0,131,3586.818615729353,103586.81861572935
0.0,132,4057.552790695074,104057.55279069507
0.0,133,4225.007408632213,104225.00740863221
0.0,134,3436.051354436626,103436.05135443663
0.0,135,1677.868361959714,101677.86836195971
0.0,136,394.8747186221299,100394.87471862213
0.0,137,123.55159746705613,100123.55159746706
0.0,138,-1883.9623215065221,98116.03767849348
0.0,139,-2532.7454849307687,97467.25451506923
0.0,140,-3302.444412362107,96697.5555876379
0.0,141,-3395.0496997769806,96604.95030022302
0.0,142,-4290.492114872497,95709.5078851275
0.0,143,-6133.220336237719,93866.77966376228
0.0,144,-4993.669865507822,95006.33013449218
0.0,145,-4711.128787454494,95288.8712125455
0.0,146,-5030.7031357194355,94969.29686428056
0.0,147,-5201.179013209403,94798.8209867906
0.0,148,-4530.335508919554,95469.66449108045
0.0,149,-4763.103511412512,95236.89648858749
0.0,150,-4715.001624435477,95284.99837556452
0.0,151,-4814.867475984924,95185.13252401508
0.0,152,-5648.406832964887,94351.59316703511
0.0,153,-4897.301250444158,95102.69874955584
0.0,154,-4994.654916446452,95005.34508355355
0.0,155,-4590.21808566773,95409.78191433227
0.0,156,-4648.773669815491,95351.22633018451
0.0,157,-7361.907607718327,92638.09239228167
0.0,158,-7988.995445452791,92011.00455454721
0.0,159,-7442.121802250767,92557.87819774923
0.0,160,-8439.62048307019,91560.37951692981
0.0,161,-8535.743997914818,91464.25600208518
44443.00515327687,162,-10448.261125854275,89551.73887414573
44443.00515327687,163,-10096.960663171616,89903.03933682838
57719.16703793353,164,-10089.015743031981,89910.98425696802
0.0,165,-10295.288695662428,89704.71130433757
0.0,166,-10401.525391238785,89598.47460876121
0.0,167,-10990.214294507896,89009.7857054921
0.0,168,-11214.670616848976,88785.32938315102
0.0,169,-10339.15770484283,89660.84229515717
0.0,170,-9478.30892593271,90521.69107406729
0.0,171,-9977.683231040617,90022.31676895938
0.0,172,-10364.45173609344,89635.54826390656
0.0,173,-10770.207131117015,89229.79286888299
0.0,174,-10358.181864154336,89641.81813584566
0.0,175,-10804.271721544239,89195.72827845576
0.0,176,-10913.173419432918,89086.82658056708
0.0,177,-14265.048121515152,85734.95187848485
0.0,178,-14287.877772284162,85712.12222771584
0.0,179,-14636.976404822446,85363.02359517755
0.0,180,-14005.697083242529,85994.30291675747
85492.27964670451,181,-14507.720353295488,85492.27964670451
85492.27964670451,182,-14507.720353295488,85492.27964670451
30562.258232159038,183,-14507.720353295488,85492.27964670451
30562.258232159038,184,-14385.143050341998,85614.856949658
30562.258232159038,185,-13595.685708063087,86404.31429193691
30562.258232159038,186,-13561.090477789578,86438.90952221042
30562.258232159038,187,-12942.16325017676,87057.83674982324
30562.258232159038,188,-12546.204212746583,87453.79578725342
87580.24278578984,189,-12419.757214210156,87580.24278578984
0.0,190,-12419.757214210156,87580.24278578984
0.0,191,-12269.438833800843,87730.56116619916
87787.68453587833,192,-12212.315464121668,87787.68453587833
0.0,193,-12212.315464121668,87787.68453587833
0.0,194,-11811.50252122173,88188.49747877827
0.0,195,-10792.793602305755,89207.20639769424
0.0,196,-10443.276732497601,89556.7232675024
0.0,197,-10258.357443400979,89741.64255659902
0.0,198,-9767.971607889907,90232.02839211009
0.0,199,-9870.128280588397,90129.8717194116
0.0,200,-10638.057194101013,89361.94280589899
0.0,201,-13983.993332484693,86016.0066675153
0.0,202,-14776.880543844658,85223.11945615534
243.03165290681562,203,-15765.13556676441,84234.86443323559
83458.85578152574,204,-16541.144218474263,83458.85578152574
83458.85578152574,205,-16541.144218474263,83458.85578152574
64273.59848106935,206,-16541.144218474263,83458.85578152574
64273.59848106935,207,-16470.83521468182,83529.16478531818
64273.59848106935,208,-16627.731862171,83372.268137829
81882.08974177275,209,-16916.78057370869,83083.21942629131
42854.1557094524,210,-16920.253771697142,83079.74622830286
18538.297431989402,211,-17166.272881713623,82833.72711828638
18538.297431989402,212,-18060.690760369762,81939.30923963024
18538.297431989402,213,-17030.727023329833,82969.27297667017
18538.297431989402,214,-16849.87256667335,83150.12743332665
18538.297431989402,215,-18069.711101829263,81930.28889817074
7775.067588585383,216,-20107.309603899746,79892.69039610025
7775.067588585383,217,-20720.575673273997,79279.424326726
7775.067588585383,218,-20344.8432993537,79655.1567006463
7775.067588585383,219,-21084.223875463038,78915.77612453696
1871.4634532951177,220,-21493.586061824113,78506.41393817589
1403.1736521228747,221,-22079.645497685997,77920.354502314
1403.1736521228747,222,-23191.968818514448,76808.03118148555
1380.4400167964454,223,-20630.8963866805,79369.1036133195
1380.4400167964454,224,-23727.313565204313,76272.68643479569
1380.4400167964454,225,-21733.43882817388,78266.56117182612
997.3002725151154,226,-21271.947949854453,78728.05205014555
997.3002725151154,227,-20943.569824912323,79056.43017508768
997.3002725151154,228,-20794.816403040546,79205.18359695945
997.3002725151154,229,-21334.316245623544,78665.68375437646
0.0,230,-20887.48475972611,79112.51524027389
0.0,231,-20659.86618076361,79340.13381923639
0.0,232,-20486.101945524104,79513.8980544759
0.0,233,-19903.378690467027,80096.62130953297
0.0,234,-19469.978523898142,80530.02147610186
0.0,235,-18387.951481374854,81612.04851862515
0.0,236,-18315.84788568894,81684.15211431106
0.0,237,-18136.576599082895,81863.4234009171
0.0,238,-17704.69035205453,82295.30964794547
0.0,239,-17315.535121099994,82684.4648789
0.0,240,-19275.68017173931,80724.31982826069
0.0,241,-19678.31323871226,80321.68676128774
0.0,242,-20004.972780011012,79995.02721998899
0.0,243,-19873.573786846697,80126.4262131533
0.0,244,-20574.580333205595,79425.4196667944
0.0,245,-21422.930308676267,78577.06969132373
0.0,246,-21613.043068561325,78386.95693143868
78098.61973712368,247,-21901.380262876322,78098.61973712368
78098.61973712368,248,-21901.380262876322,78098.61973712368
78098.61973712368,249,-21901.380262876322,78098.61973712368
33299.97642914808,250,-21901.380262876322,78098.61973712368
33299.97642914808,251,-21677.25724475528,78322.74275524472
33299.97642914808,252,-22017.004666162044,77982.99533383796
33299.97642914808,253,-21797.7931832241,78202.2068167759
33299.97642914808,254,-21735.884863940388,78264.11513605961
33299.97642914808,255,-21842.472801457305,78157.5271985427
33299.97642914808,256,-21815.329401778057,78184.67059822194
60732.779560145325,257,-22242.809635381942,77757.19036461806
60732.779560145325,258,-22381.136819859676,77618.86318014032
60732.779560145325,259,-22150.889338081164,77849.11066191884
0.0,260,-21915.580939567662,78084.41906043234
56103.74390701889,261,-20844.108674220624,79155.89132577938
56103.74390701889,262,-21087.20826231173,78912.79173768827
56103.74390701889,263,-20660.30144923745,79339.69855076255
0.0,264,-20202.437702887284,79797.56229711272
0.0,265,-18777.45558396887,81222.54441603113
0.0,266,-18729.822497484274,81270.17750251573
0.0,267,-18659.055470589665,81340.94452941034
0.0,268,-18752.216242285795,81247.7837577142
0.0,269,-19624.16517350229,80375.83482649771
0.0,270,-21165.336982864537,78834.66301713546
0.0,271,-23016.29763829983,76983.70236170017
0.0,272,-22972.382029337605,77027.6179706624
0.0,273,-23606.219004480852,76393.78099551915
0.0,274,-23874.809003461938,76125.19099653806
0.0,275,-21823.043463554233,78176.95653644577
0.0,276,-19044.534226258795,80955.4657737412
0.0,277,-18208.475941407014,81791.52405859299
0.0,278,-16476.25822675285,83523.74177324715
0.0,279,-18098.176565968402,81901.8234340316
0.0,280,-16961.48097175939,83038.51902824061
0.0,281,-16939.36085887038,83060.63914112962
83530.68234545512,282,-16469.31765454488,83530.68234545512
83530.68234545512,283,-16469.31765454488,83530.68234545512
83530.68234545512,284,-16469.31765454488,83530.68234545512
7728.203842533549,285,-16469.31765454488,83530.68234545512
7728.203842533549,286,-15898.809274595595,84101.1907254044
7728.203842533549,287,-14308.273473516063,85691.72652648394
7728.203842533549,288,-14504.883907690004,85495.11609231
7728.203842533549,289,-15142.464307226444,84857.53569277356
4479.520346408837,290,-14858.098179957175,85141.90182004283
4479.520346408837,291,-15007.888660862125,84992.11133913787
4479.520346408837,292,-19293.296005589902,80706.7039944101
4479.520346408837,293,-19458.020398571258,80541.97960142874
4479.520346408837,294,-21146.847004515992,78853.15299548401
4479.520346408837,295,-21606.840062931093,78393.15993706891
4479.520346408837,296,-22453.874664265342,77546.12533573466
2255.692476773183,297,-23870.614607339885,76129.38539266012
2255.692476773183,298,-23317.67329725335,76682.32670274665
2221.3610905490987,299,-23537.102008234404,76462.8979917656
56818.74070015362,300,-24374.536454356363,75625.46354564364
56818.74070015362,301,-24126.24888131932,75873.75111868068
0.0,302,-24463.452164373448,75536.54783562655
0.0,303,-23514.9259581878,76485.0740418122
0.0,304,-22550.12289229766,77449.87710770234
0.0,305,-21123.458599660313,78876.54140033969
0.0,306,-20017.954357322466,79982.04564267753
0.0,307,-19796.587378237076,80203.41262176292
0.0,308,-19456.295795627957,80543.70420437204
0.0,309,-19397.601685905975,80602.39831409403
0.0,310,-18736.570049699993,81263.42995030001
0.0,311,-19094.449165817132,80905.55083418287
0.0,312,-19592.12206538928,80407.87793461072
0.0,313,-19210.273369129864,80789.72663087014
0.0,314,-16489.32374672046,83510.67625327954
0.0,315,-14872.61960549881,85127.38039450119
0.0,316,-14000.789502799104,85999.2104972009
0.0,317,-13736.795802313689,86263.20419768631
0.0,318,-13128.38440974144,86871.61559025856
0.0,319,-12804.532761995753,87195.46723800425
0.0,320,-11719.768458683931,88280.23154131607
0.0,321,-9525.091303250592,90474.90869674941
0.0,322,-9442.531500391735,90557.46849960827
0.0,323,-10226.75031370268,89773.24968629732
0.0,324,-9775.584454158903,90224.4155458411
0.0,325,-9498.062178882159,90501.93782111784
0.0,326,-9484.690024867014,90515.30997513299
0.0,327,-9385.657851625612,90614.34214837439
0.0,328,-9214.609140179062,90785.39085982094
0.0,329,-7379.759332727044,92620.24066727296
0.0,330,-5789.869330739442,94210.13066926056
0.0,331,-2929.6219542267063,97070.3780457733
0.0,332,-646.3467168782081,99353.65328312179
6688.234078161369,333,-536.9065772456961,99463.0934227543
6688.234078161369,334,463.3863310490997,100463.3863310491
6688.234078161369,335,74.8430034990306,100074.84300349903
6688.234078161369,336,-382.1203606063791,99617.87963939362
0.0,337,-4278.618865019787,95721.38113498021
0.0,338,-5774.323213742769,94225.67678625723
0.0,339,-6747.813211366767,93252.18678863323
0.0,340,-2209.4626497766003,97790.5373502234
0.0,341,-1731.2195825895615,98268.78041741044
0.0,342,-1768.459646295887,98231.54035370411
0.0,343,-981.0250040401879,99018.97499595981
0.0,344,-4012.0357055591303,95987.96429444087
0.0,345,-3793.0799873557407,96206.92001264426
0.0,346,-3536.180621886888,96463.81937811311
0.0,347,-3387.067488522516,96612.93251147748
0.0,348,-3559.8819816939213,96440.11801830608
0.0,349,-4413.918933578432,95586.08106642157
0.0,350,-3455.110479717914,96544.88952028209
0.0,351,-3691.7943782348593,96308.20562176514
0.0,352,-4260.645124269649,95739.35487573035
0.0,353,-3990.295783256457,96009.70421674354
0.0,354,-3934.2948946070246,96065.70510539298
0.0,355,-3889.5122411754273,96110.48775882457
0.0,356,-3377.057976111333,96622.94202388867
0.0,357,-3639.2994162029645,96360.70058379704
0.0,358,-3606.8635939455853,96393.13640605441
0.0,359,-3146.2077141069312,96853.79228589307
0.0,360,-4523.460681856843,95476.53931814316
0.0,361,-1214.0621254466241,98785.93787455338
0.0,362,-2503.3567129519943,97496.643287048
0.0,363,-1137.4433122979099,98862.55668770209
0.0,364,-2173.740205346141,97826.25979465386
0.0,365,-2629.8059237495618,97370.19407625044
0.0,366,-4316.767826458643,95683.23217354136
0.0,367,-5323.98166429589,94676.01833570411
0.0,368,-9182.89505189727,90817.10494810273
0.0,369,-9805.169322339803,90194.8306776602
0.0,370,-9911.7383602208,90088.2616397792
0.0,371,-8230.825368886988,91769.17463111301
0.0,372,-8160.090512791969,91839.90948720803
0.0,373,-7632.058483395565,92367.94151660443
9751.83531836025,374,-6702.257342427285,93297.74265757271
9751.83531836025,375,-6682.421856280998,93317.578143719
0.0,376,-6674.960742577183,93325.03925742282
0.0,377,-7320.525692887706,92679.4743071123
0.0,378,-6490.679300640768,93509.32069935923
0.0,379,-6887.642844248534,93112.35715575147
0.0,380,-7317.805274734972,92682.19472526503
0.0,381,-6237.537719627668,93762.46228037233
0.0,382,-7677.610615205704,92322.3893847943
0.0,383,-6290.054995185157,93709.94500481484
0.0,384,-6043.580245858204,93956.4197541418
0.0,385,-6141.012035615422,93858.98796438458
0.0,386,-3992.680515881628,96007.31948411837
0.0,387,-2149.03196482778,97850.96803517222
0.0,388,-1586.0540366822097,98413.94596331779
0.0,389,-917.5653493233694,99082.43465067663
0.0,390,-1069.6734308083687,98930.32656919163
0.0,391,2188.07374276928,102188.07374276928
0.0,392,2742.7337064700696,102742.73370647007
0.0,393,2719.8288859687455,102719.82888596875
0.0,394,2247.025745968742,102247.02574596874
0.0,395,2454.054602938486,102454.05460293849
0.0,396,4280.80108236424,104280.80108236424
100721.76261200572,397,721.7626120057248,100721.76261200572
100721.76261200572,398,721.7626120057248,100721.76261200572
721.7626120057248,399,721.7626120057248,100721.76261200572
0.0,400,915.5117665750149,100915.51176657501
0.0,401,1485.3085073048424,101485.30850730484
0.0,402,2734.143917900292,102734.14391790029
0.0,403,2752.5580394980934,102752.5580394981
0.0,404,2577.3188495733193,102577.31884957332
0.0,405,4053.4815676878934,104053.4815676879
0.0,406,4112.40163419157,104112.40163419157
0.0,407,3922.9229778250738,103922.92297782507
0.0,408,4379.747446842259,104379.74744684226
0.0,409,5076.674853681761,105076.67485368176
0.0,410,6440.105311231586,106440.10531123159
0.0,411,6630.772615317881,106630.77261531788
0.0,412,8381.768478432103,108381.7684784321
0.0,413,10099.956045065148,110099.95604506515
0.0,414,10459.802210690526,110459.80221069053
0.0,415,10724.693480834554,110724.69348083455
0.0,416,10452.989059437445,110452.98905943744
0.0,417,9052.995012690939,109052.99501269094
0.0,418,7510.487167512358,107510.48716751236
0.0,419,7078.419092837998,107078.419092838
0.0,420,6895.202633126799,106895.2026331268
0.0,421,6904.345960936189,106904.34596093619
0.0,422,6762.108993586749,106762.10899358675
0.0,423,6233.65824607102,106233.65824607102
0.0,424,4176.329929819418,104176.32992981942
0.0,20,4306.724987967711,104306.72498796771
0.0,21,-8306.716456517694,91693.2835434823
0.0,22,-8858.82997346719,91141.17002653281
0.0,23,-8759.046874306863,91240.95312569314
0.0,24,-8462.650587400422,91537.34941259958
0.0,25,-8457.67936700226,91542.32063299774
0.0,26,-9217.872536104944,90782.12746389506
0.0,27,-9673.220614429782,90326.77938557022
0.0,28,-9326.460966149563,90673.53903385044
0.0,29,-7510.767627903799,92489.2323720962
0.0,30,-7066.343671500115,92933.65632849988
0.0,31,-5568.085115580063,94431.91488441994
0.0,32,-5031.14799917466,94968.85200082534
0.0,33,-3651.8495019378315,96348.15049806217
0.0,34,-3411.6094081026968,96588.3905918973
0.0,35,-4358.486807800364,95641.51319219964
0.0,36,-3410.3290680944774,96589.67093190552
0.0,37,-2774.4023319836124,97225.59766801639
97496.25457905102,38,-2503.7454209489806,97496.25457905102
97496.25457905102,39,-2503.7454209489806,97496.25457905102
97496.25457905102,40,-2503.7454209489806,97496.25457905102
44664.698270589775,41,-2503.7454209489806,97496.25457905102
44664.698270589775,42,-2212.127703645994,97787.872296354
44664.698270589775,43,-2296.0995192195405,97703.90048078046
44664.698270589775,44,-3624.2284422448283,96375.77155775517
0.0,45,-5074.143800593927,94925.85619940607
0.0,46,-3910.3897232013696,96089.61027679863
0.0,47,-2794.3486212381395,97205.65137876186
0.0,48,-3048.2639245999017,96951.7360754001
0.0,49,-2569.025665477311,97430.97433452269
0.0,50,-2366.9077231899137,97633.09227681009
0.0,51,-2812.4568633761082,97187.54313662389
0.0,52,-2507.6797075176873,97492.32029248231
28452.675093120128,53,-3610.691619689984,96389.30838031002
28452.675093120128,54,-3243.9097535312612,96756.09024646874
93791.83873825753,55,-3396.8110416862182,96603.18895831378
